person,cause_short,date,dept_name,state
Sheriff George Washington Kemp,Gunfire,1910-05-05,Lake County Sheriff's Office, CA
Town Marshal Amos Brown,Gunfire,1910-05-05,Fairbury Police Department, IL
Policeman William Weiss,Animal related,1910-05-08,Philadelphia Police Department, PA
Officer Hezekiah E. Hires,Gunfire,1910-05-13,Jacksonville Police Department, FL
Patrolman Frank Weber,Gunfire,1910-05-23,Louisville Police Department, KY
Patrolman William C. Sube,Duty related illness,1910-06-05,Louisville Police Department, KY
Deputy Sheriff Major H. Kirby,Struck by train,1910-06-07,Vernon Parish Sheriff's Office, LA
Deputy Sheriff Emmet F. Haskins,Gunfire,1910-06-12,Franklin County Sheriff's Department, MA
Patrolman Dennis J. Sullivan,Electrocuted,1910-06-12,Jersey City Police Department, NJ
Patrolman Frank V. Hansen,Gunfire,1910-06-17,Savannah Police Department, GA
Town Marshal Christopher C. Chenault,Gunfire,1910-06-17,Rayville Police Department, LA
Police Officer Loner Denson Camp,Gunfire,1910-06-19,Birmingham Police Department, AL
Policeman Walter McPeak,Stabbed,1910-06-23,Johnson City Police Department, TN
Patrolman James H. Carroll,Gunfire,1910-06-25,Lynn Police Department, MA
Deputy T. W. Sheffield,Gunfire,1910-06-27,Irwin County Sheriff's Office, GA
Sheriff Pearlie McInnis,Gunfire,1910-06-27,Irwin County Sheriff's Office, GA
Chief of Police Stephen Davis,Gunfire,1910-06-27,Ocilla Police Department, GA
Lieutenant Conrad Frank,Gunfire,1910-06-29,Ashland Police Department, KY
Merchant Policeman Ambrose Donahue,Gunfire,1910-07-02,Leavenworth Police Department, KS
Deputy Sheriff Wesley G. Davis,Gunfire,1910-07-04,Pulaski County Sheriff's Department, IL
Detective W. M. Collins,Accidental,1910-07-06,Augusta Police Department, GA
Patrolman John W. McCormick,Automobile accident,1910-07-09,New York City Police Department, NY
Chief of Police John Albert Struble,Gunfire,1910-07-14,Clinton Police Department, IL
Police Officer James Marion Sings,Gunfire,1910-07-20,Wadesboro Police Department, NC
Constable James W. Mitchell,Gunfire,1910-07-22,Bell County Constable's Office - Precinct 1, TX
Corporal Jose R. Luccas-Maldonado,Gunfire,1910-07-23,Puerto Rico Police Department, PR
Patrol Wagon Driver George Kent,Gunfire,1910-07-30,Scranton Police Department, PA
Night Marshal Arthur Goeglein,Gunfire,1910-07-31,Telluride Marshal's Office, CO
Ranger Quirl Bailey Carnes,Gunfire,1910-07-31,Texas Rangers, TX
Special Deputy Henry B. Lawrence,Gunfire,1910-07-31,Cameron County Sheriff's Office, TX
Special Agent William Floyd,Gunfire,1910-08-04,Union Pacific Railroad Police Department, RR
Sheriff Edmond Dull,Gunfire,1910-08-05,Monroe County Sheriff's Department, MI
Patrolman Charles E. Twitchell,Gunfire,1910-08-10,Rochester Police Department, NY
Patrolman Edward G. Shea,Struck by train,1910-08-16,Chicago Police Department, IL
Town Marshal Joseph W. Smith,Gunfire,1910-08-17,Bay Minette Police Department, AL
Patrolman Jerome Hostetter,Gunfire,1910-08-19,Marion City Police Department, OH
Sheriff Jake Houpt,Gunfire,1910-08-20,Garland County Sheriff's Office, AR
Patrolman Anthony D. Hiner,Fall,1910-08-21,Roanoke City Police Department, VA
Deputy Sheriff John Holmes,Gunfire,1910-08-27,Humboldt County Sheriff's Office, NV
Night Policeman Charles E. King,Gunfire,1910-09-01,Jerome Police Department, AZ
Special Officer Joel Robert Dubose,Gunfire,1910-09-05,Southern Pacific Railroad Police Department, RR
Special Officer Thomas Henry Bennett,Gunfire,1910-09-11,Texas and Pacific Railroad Police Department, RR
City Marshal W. D. Coursey,Gunfire,1910-09-13,White Plains Marshal's Office, KY
Chief of Police James Stallings,Gunfire,1910-09-21,Spring Hope Police Department, NC
Police Officer Matthias H. Rude,Assault,1910-09-24,Seattle Police Department, WA
Constable Henry Lee,Gunfire,1910-10-03,Laurel County Constable's Office, KY
Sheriff Joe G. Spurlock,Gunfire,1910-10-03,Throckmorton County Sheriff's Department, TX
Constable Herbert L. Kessinger,Gunfire,1910-10-04,Grisham Township Constable's Office, IL
Officer T. Walter Berrey,Gunfire,1910-10-05,Montgomery Police Department, AL
Deputy Sheriff William E. Hutson,Gunfire,1910-10-05,Marion County Sheriff's Office, FL
Deputy U.S. Marshal William Duncan,Struck by train,1910-10-08,United States Department of Justice - United States Marshals Service, US
Deputy Sheriff Oscar Harp,Gunfire,1910-10-08,Sawyer County Sheriff's Office, WI
Deputy Sheriff Charles Stamper,Gunfire,1910-10-09,Tulsa County Sheriff's Office, OK
Patrolman James H. Culpepper,Gunfire,1910-10-10,Meridian Police Department, MS
Police Officer Michael J. McMahon,Gunfire,1910-10-10,Troy Police Department, NY
Deputy Sheriff Ben F. Pearson,Gunfire,1910-10-14,Atoka County Sheriff's Office, OK
Town Marshal John T. Skaggs,Gunfire,1910-10-20,Clarkson Police Department, KY
Police Officer Charles A. Bush,Assault,1910-10-24,Montezuma Police Department, GA
Chief of Police Mark A. Conner,Gunfire,1910-10-24,Windsor Police Department, NC
Patrolman James J. Mangan,Fire,1910-10-26,New York City Police Department, NY
Detective William Weathers,Gunfire,1910-10-28,Lehigh Valley Railroad Police Department, RR
City Marshal J. T. Pratt,Gunfire,1910-11-06,Madill Police Department, OK
Patrolman W. C. Wallace,Gunfire,1910-11-08,Birmingham Police Department, AL
Jailer Wesley Turner,Gunfire,1910-11-10,Breathitt County Jail, KY
Sergeant Frederick Schlehuber,Gunfire,1910-11-10,Boston Police Department, MA
Patrolman James Albey,Gunfire,1910-11-11,North East Borough Police Department, PA
Chief of Police William C. Temple,Gunfire,1910-11-12,Anadarko Police Department, OK
Town Marshal John M. Rennix,Gunfire,1910-11-25,New Castle Police Department, CO
Policeman Andres Tirado,Stabbed,1910-11-27,Puerto Rico Police Department, PR
Policeman George Barnett,Gunfire,1910-11-28,Philadelphia Police Department, PA
Sheriff Joachim Matthews,Gunfire,1910-12-02,Macomb County Sheriff's Office, MI
Sergeant Wilfred V. French,Gunfire,1910-12-03,Cairo Police Department, IL
Constable Carlos C. Carpio,Gunfire,1910-12-04,El Paso County Constable's Office - Precinct 3, TX
Deputy John A. Staley,Gunfire,1910-12-06,Wichita County Sheriff's Department, TX
Deputy Sheriff Thomas Simpson Fowler,Gunfire,1910-12-11,Reno County Sheriff's Office, KS
"Constable Thomas Jefferson ""Jeff"" Tomlinson",Gunfire,1910-12-17,Gonzales County Constable's Office - Precinct 3, TX
Deputy Sheriff Charles Davidson,Struck by train,1910-12-19,Westmoreland County Sheriff's Office, PA
Policeman Morris Gelles,Fire,1910-12-22,Philadelphia Police Department, PA
Officer William H. Smith,Struck by train,1910-12-23,Centralia Police Department, WA
Patrolman Jesse C. Gilman,Gunfire,1910-12-24,Chicago Police Department, IL
Town Marshal A. H. Hamby,Gunfire,1910-12-24,St. Charles Police Department, KY
Constable Jay D. Close,Gunfire,1910-12-24,Dundee Police Department, NY
"Deputy Sheriff David Olius ""Ollie"" Battle",Gunfire,1910-12-25,Jefferson County Sheriff's Office, AL
Deputy Sheriff John Ernst,Gunfire,1910-12-25,Tulsa County Sheriff's Office, OK
Patrol Officer Harry A. Chesmore,Gunfire,1911-01-05,Duluth Police Department, MN
Police Officer H. B. Patridge,Gunfire,1911-01-06,Bessemer Police Department, AL
Justice of the Peace Audley Anderson Galbraith,Gunfire,1911-01-06,Whatcom County Courts, WA
Captain John T. Sullivan,Gunfire,1911-01-07,Spokane Police Department, WA
Deputy Sheriff Charles Sinclair Wood,Gunfire,1911-01-10,Gila County Sheriff's Office, AZ
Lieutenant Samuel T. Corbin,Fall,1911-01-22,Cincinnati Police Department, OH
Special Agent J. A. McClure,Gunfire,1911-01-25,"Atchison, Topeka and Santa Fe Railroad Police Department", RR
Officer Luther B. Henderson,Gunfire,1911-01-26,Jacksonville Police Department, FL
Sheriff Robert Eli Martin,Gunfire,1911-01-26,Hansford County Sheriff's Office, TX
Deputy Sheriff Henry McCabe,Gunfire,1911-01-27,Cass County Sheriff's Office, MN
Patrolman Herman Reimer,Gunfire,1911-01-28,Cleveland Police Department, OH
Deputy Sheriff Thomas S. Blair,Gunfire,1911-01-29,Monroe County Sheriff's Office, TN
Inspector Thomas S. O'Connor,Gunfire,1911-01-30,United States Department of the Treasury - Customs Service, US
"Deputy Sheriff George Washington Mumford, Sr.",Gunfire,1911-02-03,Wilson County Sheriff's Office, NC
Patrolman Richard J. Gallivan,Gunfire (Accidental),1911-02-08,Boston Police Department, MA
Special Deputy Sheriff Ernest William Birt,Gunfire,1911-02-14,Etowah County Sheriff's Office, AL
Patrolman Charles Merritt,Gunfire,1911-02-14,New Orleans Police Department, LA
Constable Harrison Jones,Gunfire,1911-02-17,Bartlesville Police Department, OK
Sergeant Oliver S. Gunnels,Gunfire,1911-02-17,Greenville Police Department, SC
Assistant Jailer Tranquilino Lopez,Gunfire (Accidental),1911-02-19,Dona Ana County Sheriff's Department, NM
Police Officer Judson P. Davis,Gunfire,1911-02-23,Seattle Police Department, WA
Deputy Edward E. Hogle,Gunfire,1911-02-26,Nevada State Police, NV
Game Warden Charles W. Estes,Gunfire,1911-02-26,Oklahoma Department of Wildlife Conservation, OK
Patrolman Virgil Kirkman,Gunfire,1911-03-04,Alexandria Police Department, IN
Deputy Sheriff Abe Schneider,Gunfire,1911-03-05,St. Johns County Sheriff's Office, FL
Deputy Sheriff Guy White,Gunfire,1911-03-05,St. Johns County Sheriff's Office, FL
Chief of Police John Ellis,Gunfire,1911-03-06,Alexandria Police Department, IN
Patrolman Thomas E. Tighe,Gunfire,1911-03-11,Chicago Police Department, IL
Deputy Sheriff H. M. Holloway,Gunfire,1911-03-12,Pulaski County Sheriff's Department, KY
Deputy Sheriff J. T. Lovett,Gunfire,1911-03-12,Pulaski County Sheriff's Department, KY
Policeman Jose M. Lopez,Gunfire,1911-03-13,Puerto Rico Police Department, PR
"Chief of Police Joseph E. ""Joe"" Arnold",Gunfire,1911-03-15,Murfreesboro Police Department, TN
Railroad Detective Oscar R. Spatch,Gunfire,1911-03-21,Queen and Crescent Railroad Police Department, RR
Deputy Sheriff Clarence Woolman,Gunfire,1911-03-25,Pottawattamie County Sheriff's Office, IA
Chief of Detectives Claude H. McDonald,Gunfire,1911-03-26,"Chicago, Rock Island and Pacific Railway Police Department", RR
Town Marshal Joseph Kaschmitter,Gunfire,1911-03-27,Alton Marshal's Office, IA
Patrolman Joseph Raimo,Gunfire,1911-03-28,Kansas City Police Department, MO
Detective Green Rose,Gunfire,1911-03-29,Louisville and Nashville Railroad Police Department, RR
Patrolman John F. Brennan,Gunfire,1911-04-02,Providence Police Department, RI
Police Officer Charles Willard Masterson,Struck by train,1911-04-08,Decatur Police Department, IL
Patrolman Roy W. Jackson,Gunfire,1911-04-14,Superior Police Department, WI
Police Officer Marion Marchant,Gunfire,1911-04-17,Columbus Police Department, GA
Sergeant William I. Campbell,Gunfire,1911-04-18,Little Rock Police Department, AR
"City Marshal Arthur D. ""Doc"" Arnett",Gunfire,1911-04-21,McLoud Police Department, OK
Sheriff Sidney Smith McMath,Gunfire,1911-04-22,Columbia County Sheriff's Office, AR
Police Officer John O. Miller,Gunfire,1911-04-23,Little Rock Police Department, AR
Deputy Sheriff Wade Hamilton Kelley,Gunfire,1911-04-24,Trinity County Sheriff's Office, TX
Detective Harry J. Noble,Gunfire,1911-04-26,"New York, Chicago and St. Louis Railroad Police Department", RR
Deputy Sheriff George H. Loney,Gunfire,1911-05-02,Okfuskee County Sheriff's Office, OK
Deputy Sheriff James Work,Gunfire,1911-05-04,Muskogee County Sheriff's Office, OK
Town Marshal James W. Busby,Gunfire,1911-05-07,Paton Marshal's Office, IA
Night Policeman John Austin Robey,Stabbed,1911-05-07,Lebanon Police Department, KY
Constable Frank E. Trask,Gunfire,1911-05-09,Benson Police Department, AZ
Centre Keeper John R. Fitzgerald,Gunfire,1911-05-10,New Jersey Department of Corrections, NJ
Deputy Sheriff R. Benton Woods,Gunfire,1911-05-13,Emanuel County Sheriff's Office, GA
Deputy Sheriff Ed Landers Drew,Gunfire,1911-05-15,Pinal County Sheriff's Office, AZ
Patrolman Clay V. Helms,Train accident,1911-05-15,Fresno Police Department, CA
Patrolman George D. Smith,Gunfire,1911-05-16,Paragould Police Department, AR
Police Officer Henry Walpole,Heart attack,1911-05-17,Detroit Police Department, MI
Constable William Lewis Staggs,Gunfire,1911-05-24,Jefferson County Sheriff's Office, AL
Constable Oliver William Wilhite,Gunfire,1911-05-26,Danville Police Department, IN
Marshal Roy Woofter,Gunfire,1911-05-27,Roswell Police Department, NM
Policeman Arthur B. Crusey,Gunfire,1911-05-28,Los Angeles Police Department, CA
Sheriff Cloud H. Fuller,Gunfire,1911-05-29,Pawnee County Sheriff's Office, NE
Officer Arthur F. Barrows,Electrocuted,1911-06-04,Indianapolis Police Department, IN
Special Officer John P. Cates,Gunfire,1911-06-07,"Atchison, Topeka and Santa Fe Railroad Police Department", RR
Policeman Cecil S. Bowman,Struck by train,1911-06-08,Los Angeles Police Department, CA
Patrolman Frank P. Ward,Gunfire,1911-06-09,Columbus Division of Police, OH
Constable Edgar Eugene Isgitt,Gunfire,1911-06-15,Harris County Constable's Office, TX
Police Officer William Henry Cunliffe,Gunfire,1911-06-17,Seattle Police Department, WA
Officer Frank Glasgow,Gunfire,1911-06-21,Hillsboro Police Department, TX
Police Officer John L. Cunningham,Gunfire,1911-06-25,Anniston Police Department, AL
Patrolman Walter G. McQuarry,Gunfire,1911-06-27,Warwick Police Department, RI
Patrolman Michael Lynch,Gunfire,1911-07-01,New York City Police Department, NY
Patrolman Patrick Fogarty,Gunfire,1911-07-02,Chicago Police Department, IL
Constable Andrew King,Assault,1911-07-02,Fishing River Township Constable's Office, MO
"City Marshal Jesse B. Craig, Sr.",Gunfire,1911-07-04,Rocky Ford Police Department, CO
Police Officer Henry Lee Harris,Gunfire,1911-07-04,Seattle Police Department, WA
Sheriff John Radcliffe,Gunfire,1911-07-06,Vilas County Sheriff's Department, WI
Officer Edward McConnell,Gunfire,1911-07-07,Asheville Police Department, NC
Sergeant John H. Johnston,Gunfire,1911-07-08,Salt Lake City Police Department, UT
Constable William F. Heath,Gunfire,1911-07-14,Pulaski County Constable's Office, KY
Justice of the Peace Andrew Jackson Beatty,Gunfire,1911-07-14,Pulaski County Circuit Court, KY
Deputy Sheriff James M. Bennett,Gunfire (Accidental),1911-07-14,Chelan County Sheriff's Office, WA
Patrolman Thomas Schweig,Gunfire,1911-07-15,Chicago Police Department, IL
Officer Joseph Ollinger,Gunfire,1911-07-15,Minneapolis Police Department, MN
Chief of Police William L. Terry,Gunfire (Accidental),1911-07-17,Colville Police Department, WA
"Night Marshal Jacob A. ""Jake"" Kipper",Gunfire,1911-07-18,Rocky Ford Police Department, CO
Deputy Sheriff Thomas E. Tyus,Gunfire (Accidental),1911-07-20,Creek County Sheriff's Office, OK
Deputy Sheriff John D. Garnett,Gunfire,1911-07-24,Greenlee County Sheriff's Office, AZ
Special Deputy Sheriff Charles B. Streb,Gunfire,1911-07-24,Silver Bow County Sheriff's Department, MT
Deputy Sheriff Walter Murray Kibbe,Gunfire,1911-07-24,Victoria County Sheriff's Office, TX
Patrolman John R. Ogden,Electrocuted,1911-07-25,Buffalo Police Department, NY
Constable Jeff Davis Barnes,Gunfire (Accidental),1911-07-28,Bosque County Constable's Office - Precinct 5, TX
Chief of Police Jose Garcia-Torres,Gunfire,1911-07-29,Puerto Rico Police Department, PR
Officer John M. Cain,Gunfire,1911-08-03,Houston Police Department, TX
"Police Officer S. C.  ""Pad"" Zaner",Gunfire,1911-08-04,Anniston Police Department, AL
Police Officer Clarence E. Peck,Gunfire (Accidental),1911-08-04,Pasadena Police Department, CA
City Marshal John Wesley Lambert,Gunfire,1911-08-07,Fort Klamath Police Department, OR
Police Officer Cornelius O'Keefe,Gunfire,1911-08-08,St. Louis Metropolitan Police Department, MO
Patrolman Michael Baldwin,Gunfire,1911-08-11,Louisville Police Department, KY
Railroad Detective Daniel Vreeland,Gunfire (Accidental),1911-08-11,Michigan Central Railroad Police Department, RR
Railroad Detective Frank J. Cook,Gunfire (Accidental),1911-08-11,Michigan Central Railroad Police Department, RR
Patrolman James L. Booth,Automobile accident,1911-08-11,Bluefield Police Department, WV
Deputy Sheriff Abner Matlock,Gunfire,1911-08-12,Atascosa County Sheriff's Department, TX
Deputy Sheriff John Branson,Animal related,1911-08-13,Mayes County Sheriff's Office, OK
Detective Frank Fraser,Gunfire,1911-08-14,St. Paul Police Department, MN
Town Marshal William Henry Newberry,Gunfire,1911-08-15,Jakin Marshal's Office, GA
Chief of Police William R. White,Gunfire,1911-08-15,Williamston Police Department, NC
Marshal George M. Butcher,Gunfire,1911-08-16,Missouri Valley Police Department, IA
Constable Robert G. Chastain,Gunfire,1911-08-19,Ullin Police Department, IL
Patrolman Walter Chapman,Gunfire,1911-08-22,Cleveland Police Department, OH
Police Officer Franklin M. Smith,Struck by vehicle,1911-08-24,Detroit Police Department, MI
Marshal J. Henry Clemens,Gunfire,1911-08-25,Maryville Police Department, TN
Patrolman Homer L. Darling,Motorcycle accident,1911-08-26,Kansas City Police Department, MO
